datetime_beginning_utc,datetime_beginning_ept,area,solar_generation_mw
12/11/2019 12:00:00 PM,12/11/2019 7:00:00 AM,SOUTH,1.738
12/11/2019 12:00:00 PM,12/11/2019 7:00:00 AM,WEST,0.122
12/11/2019 12:00:00 PM,12/11/2019 7:00:00 AM,RTO,0.844
12/11/2019 12:00:00 PM,12/11/2019 7:00:00 AM,RFC,-0.894
12/11/2019 11:00:00 AM,12/11/2019 6:00:00 AM,MIDATL,-1.197
12/11/2019 11:00:00 AM,12/11/2019 6:00:00 AM,OTHER,-0.019
12/11/2019 11:00:00 AM,12/11/2019 6:00:00 AM,SOUTH,-1.500
12/11/2019 11:00:00 AM,12/11/2019 6:00:00 AM,WEST,-0.235
12/11/2019 11:00:00 AM,12/11/2019 6:00:00 AM,RTO,-2.932
12/11/2019 11:00:00 AM,12/11/2019 6:00:00 AM,RFC,-1.432
12/11/2019 10:00:00 AM,12/11/2019 5:00:00 AM,MIDATL,-1.134
12/11/2019 10:00:00 AM,12/11/2019 5:00:00 AM,OTHER,-0.020
12/11/2019 10:00:00 AM,12/11/2019 5:00:00 AM,SOUTH,-1.472
12/11/2019 10:00:00 AM,12/11/2019 5:00:00 AM,WEST,-0.236
12/11/2019 10:00:00 AM,12/11/2019 5:00:00 AM,RTO,-2.842
12/11/2019 10:00:00 AM,12/11/2019 5:00:00 AM,RFC,-1.370
12/11/2019 9:00:00 AM,12/11/2019 4:00:00 AM,MIDATL,-1.157
12/11/2019 9:00:00 AM,12/11/2019 4:00:00 AM,OTHER,-0.020
12/11/2019 9:00:00 AM,12/11/2019 4:00:00 AM,SOUTH,-1.551
12/11/2019 9:00:00 AM,12/11/2019 4:00:00 AM,WEST,-0.215
12/11/2019 9:00:00 AM,12/11/2019 4:00:00 AM,RTO,-2.923
12/11/2019 9:00:00 AM,12/11/2019 4:00:00 AM,RFC,-1.372
12/11/2019 8:00:00 AM,12/11/2019 3:00:00 AM,MIDATL,-1.166
12/11/2019 8:00:00 AM,12/11/2019 3:00:00 AM,OTHER,-0.019
12/11/2019 8:00:00 AM,12/11/2019 3:00:00 AM,SOUTH,-1.551
12/11/2019 8:00:00 AM,12/11/2019 3:00:00 AM,WEST,-0.215
12/11/2019 8:00:00 AM,12/11/2019 3:00:00 AM,RTO,-2.932
12/11/2019 8:00:00 AM,12/11/2019 3:00:00 AM,RFC,-1.381
12/11/2019 7:00:00 AM,12/11/2019 2:00:00 AM,MIDATL,-1.141
12/11/2019 7:00:00 AM,12/11/2019 2:00:00 AM,OTHER,-0.020
12/11/2019 7:00:00 AM,12/11/2019 2:00:00 AM,SOUTH,-1.368
12/11/2019 7:00:00 AM,12/11/2019 2:00:00 AM,WEST,-0.207
12/11/2019 7:00:00 AM,12/11/2019 2:00:00 AM,RTO,-2.716
12/11/2019 7:00:00 AM,12/11/2019 2:00:00 AM,RFC,-1.348
12/11/2019 6:00:00 AM,12/11/2019 1:00:00 AM,MIDATL,-1.169
12/11/2019 6:00:00 AM,12/11/2019 1:00:00 AM,OTHER,-0.019
12/11/2019 6:00:00 AM,12/11/2019 1:00:00 AM,SOUTH,-1.454
12/11/2019 6:00:00 AM,12/11/2019 1:00:00 AM,WEST,-0.209
12/11/2019 6:00:00 AM,12/11/2019 1:00:00 AM,RTO,-2.832
12/11/2019 6:00:00 AM,12/11/2019 1:00:00 AM,RFC,-1.378
12/11/2019 5:00:00 AM,12/11/2019 12:00:00 AM,MIDATL,-1.225
12/11/2019 5:00:00 AM,12/11/2019 12:00:00 AM,OTHER,-0.020
12/11/2019 5:00:00 AM,12/11/2019 12:00:00 AM,SOUTH,-1.405
12/11/2019 5:00:00 AM,12/11/2019 12:00:00 AM,WEST,-0.208
12/11/2019 5:00:00 AM,12/11/2019 12:00:00 AM,RTO,-2.838
12/11/2019 5:00:00 AM,12/11/2019 12:00:00 AM,RFC,-1.433
12/11/2019 4:00:00 AM,12/10/2019 11:00:00 PM,MIDATL,-1.221
12/11/2019 4:00:00 AM,12/10/2019 11:00:00 PM,SOUTH,-1.595
12/11/2019 4:00:00 AM,12/10/2019 11:00:00 PM,WEST,-0.208
12/11/2019 4:00:00 AM,12/10/2019 11:00:00 PM,RTO,-3.024
12/11/2019 4:00:00 AM,12/10/2019 11:00:00 PM,RFC,-1.429
12/11/2019 4:00:00 AM,12/10/2019 11:00:00 PM,OTHER,0.000
12/11/2019 3:00:00 AM,12/10/2019 10:00:00 PM,MIDATL,-1.240
12/11/2019 3:00:00 AM,12/10/2019 10:00:00 PM,SOUTH,-1.388
12/11/2019 3:00:00 AM,12/10/2019 10:00:00 PM,WEST,-0.214
12/11/2019 3:00:00 AM,12/10/2019 10:00:00 PM,RTO,-2.842
12/11/2019 3:00:00 AM,12/10/2019 10:00:00 PM,RFC,-1.454
12/11/2019 3:00:00 AM,12/10/2019 10:00:00 PM,OTHER,0.000
12/11/2019 2:00:00 AM,12/10/2019 9:00:00 PM,MIDATL,-1.224
12/11/2019 2:00:00 AM,12/10/2019 9:00:00 PM,SOUTH,-1.626
12/11/2019 2:00:00 AM,12/10/2019 9:00:00 PM,WEST,-0.222
12/11/2019 2:00:00 AM,12/10/2019 9:00:00 PM,RTO,-3.072
12/11/2019 2:00:00 AM,12/10/2019 9:00:00 PM,RFC,-1.446
12/11/2019 2:00:00 AM,12/10/2019 9:00:00 PM,OTHER,0.000
12/11/2019 1:00:00 AM,12/10/2019 8:00:00 PM,MIDATL,-1.237
12/11/2019 1:00:00 AM,12/10/2019 8:00:00 PM,SOUTH,-1.433
12/11/2019 1:00:00 AM,12/10/2019 8:00:00 PM,WEST,-0.222
12/11/2019 1:00:00 AM,12/10/2019 8:00:00 PM,RTO,-2.892
12/11/2019 1:00:00 AM,12/10/2019 8:00:00 PM,RFC,-1.459
12/11/2019 1:00:00 AM,12/10/2019 8:00:00 PM,OTHER,0.000
12/11/2019 12:00:00 AM,12/10/2019 7:00:00 PM,MIDATL,-1.215
12/11/2019 12:00:00 AM,12/10/2019 7:00:00 PM,SOUTH,-1.493
12/11/2019 12:00:00 AM,12/10/2019 7:00:00 PM,WEST,-0.221
12/11/2019 12:00:00 AM,12/10/2019 7:00:00 PM,RTO,-2.929
12/11/2019 12:00:00 AM,12/10/2019 7:00:00 PM,RFC,-1.436
12/11/2019 12:00:00 AM,12/10/2019 7:00:00 PM,OTHER,0.000
12/10/2019 11:00:00 PM,12/10/2019 6:00:00 PM,MIDATL,-1.182
12/10/2019 11:00:00 PM,12/10/2019 6:00:00 PM,SOUTH,-1.508
12/10/2019 11:00:00 PM,12/10/2019 6:00:00 PM,WEST,-0.222
12/10/2019 11:00:00 PM,12/10/2019 6:00:00 PM,RTO,-2.912
12/10/2019 11:00:00 PM,12/10/2019 6:00:00 PM,RFC,-1.404
12/10/2019 11:00:00 PM,12/10/2019 6:00:00 PM,OTHER,0.000
12/10/2019 10:00:00 PM,12/10/2019 5:00:00 PM,MIDATL,-1.200
12/10/2019 10:00:00 PM,12/10/2019 5:00:00 PM,SOUTH,-1.607
12/10/2019 10:00:00 PM,12/10/2019 5:00:00 PM,WEST,-0.199
12/10/2019 10:00:00 PM,12/10/2019 5:00:00 PM,RTO,-3.006
12/10/2019 10:00:00 PM,12/10/2019 5:00:00 PM,RFC,-1.399
12/10/2019 10:00:00 PM,12/10/2019 5:00:00 PM,OTHER,0.000
12/10/2019 9:00:00 PM,12/10/2019 4:00:00 PM,MIDATL,-1.265
12/10/2019 9:00:00 PM,12/10/2019 4:00:00 PM,SOUTH,13.532
12/10/2019 9:00:00 PM,12/10/2019 4:00:00 PM,WEST,0.983
12/10/2019 9:00:00 PM,12/10/2019 4:00:00 PM,RTO,13.250
12/10/2019 9:00:00 PM,12/10/2019 4:00:00 PM,RFC,-0.282
12/10/2019 9:00:00 PM,12/10/2019 4:00:00 PM,OTHER,0.000
12/10/2019 8:00:00 PM,12/10/2019 3:00:00 PM,MIDATL,5.495
12/10/2019 8:00:00 PM,12/10/2019 3:00:00 PM,SOUTH,138.417
12/10/2019 8:00:00 PM,12/10/2019 3:00:00 PM,WEST,5.987
12/10/2019 8:00:00 PM,12/10/2019 3:00:00 PM,RTO,149.899
12/10/2019 8:00:00 PM,12/10/2019 3:00:00 PM,RFC,11.482
12/10/2019 8:00:00 PM,12/10/2019 3:00:00 PM,OTHER,0.000
12/10/2019 7:00:00 PM,12/10/2019 2:00:00 PM,MIDATL,21.641
12/10/2019 7:00:00 PM,12/10/2019 2:00:00 PM,SOUTH,231.398
12/10/2019 7:00:00 PM,12/10/2019 2:00:00 PM,WEST,10.229
12/10/2019 7:00:00 PM,12/10/2019 2:00:00 PM,RTO,263.268
12/10/2019 7:00:00 PM,12/10/2019 2:00:00 PM,RFC,31.870
12/10/2019 7:00:00 PM,12/10/2019 2:00:00 PM,OTHER,0.000
12/10/2019 6:00:00 PM,12/10/2019 1:00:00 PM,MIDATL,48.644
12/10/2019 6:00:00 PM,12/10/2019 1:00:00 PM,SOUTH,280.282
12/10/2019 6:00:00 PM,12/10/2019 1:00:00 PM,WEST,10.580
12/10/2019 6:00:00 PM,12/10/2019 1:00:00 PM,RTO,339.506
12/10/2019 6:00:00 PM,12/10/2019 1:00:00 PM,RFC,59.224
12/10/2019 6:00:00 PM,12/10/2019 1:00:00 PM,OTHER,0.000
12/10/2019 5:00:00 PM,12/10/2019 12:00:00 PM,MIDATL,74.543
12/10/2019 5:00:00 PM,12/10/2019 12:00:00 PM,SOUTH,296.925
12/10/2019 5:00:00 PM,12/10/2019 12:00:00 PM,WEST,7.960
12/10/2019 5:00:00 PM,12/10/2019 12:00:00 PM,RTO,379.428
12/10/2019 5:00:00 PM,12/10/2019 12:00:00 PM,RFC,82.503
12/10/2019 5:00:00 PM,12/10/2019 12:00:00 PM,OTHER,0.000
12/10/2019 4:00:00 PM,12/10/2019 11:00:00 AM,MIDATL,69.790
12/10/2019 4:00:00 PM,12/10/2019 11:00:00 AM,SOUTH,296.061
12/10/2019 4:00:00 PM,12/10/2019 11:00:00 AM,WEST,12.466
12/10/2019 4:00:00 PM,12/10/2019 11:00:00 AM,RTO,378.317
12/10/2019 4:00:00 PM,12/10/2019 11:00:00 AM,RFC,82.256
12/10/2019 4:00:00 PM,12/10/2019 11:00:00 AM,OTHER,0.000
12/10/2019 3:00:00 PM,12/10/2019 10:00:00 AM,MIDATL,52.820
12/10/2019 3:00:00 PM,12/10/2019 10:00:00 AM,SOUTH,271.608
12/10/2019 3:00:00 PM,12/10/2019 10:00:00 AM,WEST,8.020
12/10/2019 3:00:00 PM,12/10/2019 10:00:00 AM,RTO,332.448
12/10/2019 3:00:00 PM,12/10/2019 10:00:00 AM,RFC,60.840
12/10/2019 3:00:00 PM,12/10/2019 10:00:00 AM,OTHER,0.000
12/10/2019 2:00:00 PM,12/10/2019 9:00:00 AM,MIDATL,48.587
12/10/2019 2:00:00 PM,12/10/2019 9:00:00 AM,SOUTH,218.257
12/10/2019 2:00:00 PM,12/10/2019 9:00:00 AM,WEST,3.004
12/10/2019 2:00:00 PM,12/10/2019 9:00:00 AM,RTO,269.848
12/10/2019 2:00:00 PM,12/10/2019 9:00:00 AM,RFC,51.591
12/10/2019 2:00:00 PM,12/10/2019 9:00:00 AM,OTHER,0.000
12/10/2019 1:00:00 PM,12/10/2019 8:00:00 AM,MIDATL,27.098
12/10/2019 1:00:00 PM,12/10/2019 8:00:00 AM,SOUTH,77.095
12/10/2019 1:00:00 PM,12/10/2019 8:00:00 AM,WEST,0.244
12/10/2019 1:00:00 PM,12/10/2019 8:00:00 AM,RTO,104.437
12/10/2019 1:00:00 PM,12/10/2019 8:00:00 AM,RFC,27.342
12/10/2019 1:00:00 PM,12/10/2019 8:00:00 AM,OTHER,0.000
12/10/2019 12:00:00 PM,12/10/2019 7:00:00 AM,MIDATL,2.392
12/10/2019 12:00:00 PM,12/10/2019 7:00:00 AM,SOUTH,7.913
12/10/2019 12:00:00 PM,12/10/2019 7:00:00 AM,WEST,-0.225
12/10/2019 12:00:00 PM,12/10/2019 7:00:00 AM,RTO,10.080
12/10/2019 12:00:00 PM,12/10/2019 7:00:00 AM,RFC,2.167
12/10/2019 12:00:00 PM,12/10/2019 7:00:00 AM,OTHER,0.000
12/10/2019 11:00:00 AM,12/10/2019 6:00:00 AM,MIDATL,-1.203
12/10/2019 11:00:00 AM,12/10/2019 6:00:00 AM,SOUTH,-1.346
12/10/2019 11:00:00 AM,12/10/2019 6:00:00 AM,WEST,-0.221
12/10/2019 11:00:00 AM,12/10/2019 6:00:00 AM,RTO,-2.770
12/10/2019 11:00:00 AM,12/10/2019 6:00:00 AM,RFC,-1.424
12/10/2019 11:00:00 AM,12/10/2019 6:00:00 AM,OTHER,0.000
12/10/2019 10:00:00 AM,12/10/2019 5:00:00 AM,MIDATL,-1.211
12/10/2019 10:00:00 AM,12/10/2019 5:00:00 AM,SOUTH,-1.380
12/10/2019 10:00:00 AM,12/10/2019 5:00:00 AM,WEST,-0.208
12/10/2019 10:00:00 AM,12/10/2019 5:00:00 AM,RTO,-2.799
12/10/2019 10:00:00 AM,12/10/2019 5:00:00 AM,RFC,-1.419
12/10/2019 10:00:00 AM,12/10/2019 5:00:00 AM,OTHER,0.000
12/10/2019 9:00:00 AM,12/10/2019 4:00:00 AM,MIDATL,-1.266
12/10/2019 9:00:00 AM,12/10/2019 4:00:00 AM,SOUTH,-1.444
12/10/2019 9:00:00 AM,12/10/2019 4:00:00 AM,WEST,-0.214
12/10/2019 9:00:00 AM,12/10/2019 4:00:00 AM,RTO,-2.924
12/10/2019 9:00:00 AM,12/10/2019 4:00:00 AM,RFC,-1.480
12/10/2019 9:00:00 AM,12/10/2019 4:00:00 AM,OTHER,0.000
12/10/2019 8:00:00 AM,12/10/2019 3:00:00 AM,MIDATL,-1.265
12/10/2019 8:00:00 AM,12/10/2019 3:00:00 AM,SOUTH,-1.469
12/10/2019 8:00:00 AM,12/10/2019 3:00:00 AM,WEST,-0.208
12/10/2019 8:00:00 AM,12/10/2019 3:00:00 AM,RTO,-2.942
12/10/2019 8:00:00 AM,12/10/2019 3:00:00 AM,RFC,-1.473
12/10/2019 8:00:00 AM,12/10/2019 3:00:00 AM,OTHER,0.000
12/10/2019 7:00:00 AM,12/10/2019 2:00:00 AM,MIDATL,-1.240
12/10/2019 7:00:00 AM,12/10/2019 2:00:00 AM,SOUTH,-1.379
12/10/2019 7:00:00 AM,12/10/2019 2:00:00 AM,WEST,-0.207
12/10/2019 7:00:00 AM,12/10/2019 2:00:00 AM,RTO,-2.826
12/10/2019 7:00:00 AM,12/10/2019 2:00:00 AM,RFC,-1.447
12/10/2019 7:00:00 AM,12/10/2019 2:00:00 AM,OTHER,0.000
12/10/2019 6:00:00 AM,12/10/2019 1:00:00 AM,MIDATL,-1.272
12/10/2019 6:00:00 AM,12/10/2019 1:00:00 AM,SOUTH,-1.405
12/10/2019 6:00:00 AM,12/10/2019 1:00:00 AM,WEST,-0.215
12/10/2019 6:00:00 AM,12/10/2019 1:00:00 AM,RTO,-2.892
12/10/2019 6:00:00 AM,12/10/2019 1:00:00 AM,RFC,-1.487
12/10/2019 6:00:00 AM,12/10/2019 1:00:00 AM,OTHER,0.000
12/10/2019 5:00:00 AM,12/10/2019 12:00:00 AM,MIDATL,-1.245
12/10/2019 5:00:00 AM,12/10/2019 12:00:00 AM,SOUTH,-1.480
12/10/2019 5:00:00 AM,12/10/2019 12:00:00 AM,WEST,-0.214
12/10/2019 5:00:00 AM,12/10/2019 12:00:00 AM,RTO,-2.939
12/10/2019 5:00:00 AM,12/10/2019 12:00:00 AM,RFC,-1.459
12/10/2019 5:00:00 AM,12/10/2019 12:00:00 AM,OTHER,0.000
12/10/2019 4:00:00 AM,12/9/2019 11:00:00 PM,MIDATL,-1.020
12/10/2019 4:00:00 AM,12/9/2019 11:00:00 PM,SOUTH,-1.365
12/10/2019 4:00:00 AM,12/9/2019 11:00:00 PM,WEST,-0.215
12/10/2019 4:00:00 AM,12/9/2019 11:00:00 PM,RTO,-2.600
12/10/2019 4:00:00 AM,12/9/2019 11:00:00 PM,RFC,-1.235
12/10/2019 4:00:00 AM,12/9/2019 11:00:00 PM,OTHER,0.000
12/10/2019 3:00:00 AM,12/9/2019 10:00:00 PM,MIDATL,-1.051
12/10/2019 3:00:00 AM,12/9/2019 10:00:00 PM,SOUTH,-1.480
12/10/2019 3:00:00 AM,12/9/2019 10:00:00 PM,WEST,-0.221
12/10/2019 3:00:00 AM,12/9/2019 10:00:00 PM,RTO,-2.752
12/10/2019 3:00:00 AM,12/9/2019 10:00:00 PM,RFC,-1.272
12/10/2019 3:00:00 AM,12/9/2019 10:00:00 PM,OTHER,0.000
12/10/2019 2:00:00 AM,12/9/2019 9:00:00 PM,MIDATL,-1.042
12/10/2019 2:00:00 AM,12/9/2019 9:00:00 PM,SOUTH,-1.471
12/10/2019 2:00:00 AM,12/9/2019 9:00:00 PM,WEST,-0.229
12/10/2019 2:00:00 AM,12/9/2019 9:00:00 PM,RTO,-2.742
12/10/2019 2:00:00 AM,12/9/2019 9:00:00 PM,RFC,-1.271
12/10/2019 2:00:00 AM,12/9/2019 9:00:00 PM,OTHER,0.000
12/10/2019 1:00:00 AM,12/9/2019 8:00:00 PM,MIDATL,-1.046
12/10/2019 1:00:00 AM,12/9/2019 8:00:00 PM,SOUTH,-1.410
12/10/2019 1:00:00 AM,12/9/2019 8:00:00 PM,WEST,-0.243
12/10/2019 1:00:00 AM,12/9/2019 8:00:00 PM,RTO,-2.699
12/10/2019 1:00:00 AM,12/9/2019 8:00:00 PM,RFC,-1.289
12/10/2019 1:00:00 AM,12/9/2019 8:00:00 PM,OTHER,0.000
12/10/2019 12:00:00 AM,12/9/2019 7:00:00 PM,MIDATL,-1.023
12/10/2019 12:00:00 AM,12/9/2019 7:00:00 PM,SOUTH,-1.445
12/10/2019 12:00:00 AM,12/9/2019 7:00:00 PM,WEST,-0.244
12/10/2019 12:00:00 AM,12/9/2019 7:00:00 PM,RTO,-2.712
12/10/2019 12:00:00 AM,12/9/2019 7:00:00 PM,RFC,-1.267
12/10/2019 12:00:00 AM,12/9/2019 7:00:00 PM,OTHER,0.000
12/9/2019 11:00:00 PM,12/9/2019 6:00:00 PM,MIDATL,-1.006
12/9/2019 11:00:00 PM,12/9/2019 6:00:00 PM,SOUTH,-1.516
12/9/2019 11:00:00 PM,12/9/2019 6:00:00 PM,WEST,-0.220
12/9/2019 11:00:00 PM,12/9/2019 6:00:00 PM,RTO,-2.742
12/9/2019 11:00:00 PM,12/9/2019 6:00:00 PM,RFC,-1.226
12/9/2019 11:00:00 PM,12/9/2019 6:00:00 PM,OTHER,0.000
12/9/2019 10:00:00 PM,12/9/2019 5:00:00 PM,MIDATL,-1.062
12/9/2019 10:00:00 PM,12/9/2019 5:00:00 PM,SOUTH,-1.402
12/9/2019 10:00:00 PM,12/9/2019 5:00:00 PM,WEST,-0.218
12/9/2019 10:00:00 PM,12/9/2019 5:00:00 PM,RTO,-2.682
12/9/2019 10:00:00 PM,12/9/2019 5:00:00 PM,RFC,-1.280
12/9/2019 10:00:00 PM,12/9/2019 5:00:00 PM,OTHER,0.000
12/9/2019 9:00:00 PM,12/9/2019 4:00:00 PM,MIDATL,-1.110
12/9/2019 9:00:00 PM,12/9/2019 4:00:00 PM,SOUTH,6.030
12/9/2019 9:00:00 PM,12/9/2019 4:00:00 PM,WEST,-0.131
12/9/2019 9:00:00 PM,12/9/2019 4:00:00 PM,RTO,4.789
12/9/2019 9:00:00 PM,12/9/2019 4:00:00 PM,RFC,-1.241
12/9/2019 9:00:00 PM,12/9/2019 4:00:00 PM,OTHER,0.000
12/9/2019 8:00:00 PM,12/9/2019 3:00:00 PM,MIDATL,9.459
12/9/2019 8:00:00 PM,12/9/2019 3:00:00 PM,SOUTH,46.344
12/9/2019 8:00:00 PM,12/9/2019 3:00:00 PM,WEST,0.688
12/9/2019 8:00:00 PM,12/9/2019 3:00:00 PM,RTO,56.491
12/9/2019 8:00:00 PM,12/9/2019 3:00:00 PM,RFC,10.147
12/9/2019 8:00:00 PM,12/9/2019 3:00:00 PM,OTHER,0.000
12/9/2019 7:00:00 PM,12/9/2019 2:00:00 PM,MIDATL,22.092
12/9/2019 7:00:00 PM,12/9/2019 2:00:00 PM,SOUTH,82.738
12/9/2019 7:00:00 PM,12/9/2019 2:00:00 PM,WEST,2.015
12/9/2019 7:00:00 PM,12/9/2019 2:00:00 PM,RTO,106.845
12/9/2019 7:00:00 PM,12/9/2019 2:00:00 PM,RFC,24.107
12/9/2019 7:00:00 PM,12/9/2019 2:00:00 PM,OTHER,0.000
12/9/2019 6:00:00 PM,12/9/2019 1:00:00 PM,MIDATL,37.386
12/9/2019 6:00:00 PM,12/9/2019 1:00:00 PM,SOUTH,105.704
12/9/2019 6:00:00 PM,12/9/2019 1:00:00 PM,WEST,2.836
12/9/2019 6:00:00 PM,12/9/2019 1:00:00 PM,RTO,145.926
12/9/2019 6:00:00 PM,12/9/2019 1:00:00 PM,RFC,40.222
12/9/2019 6:00:00 PM,12/9/2019 1:00:00 PM,OTHER,0.000
12/9/2019 5:00:00 PM,12/9/2019 12:00:00 PM,MIDATL,56.230
12/9/2019 5:00:00 PM,12/9/2019 12:00:00 PM,SOUTH,111.504
12/9/2019 5:00:00 PM,12/9/2019 12:00:00 PM,WEST,3.400
12/9/2019 5:00:00 PM,12/9/2019 12:00:00 PM,RTO,171.134
12/9/2019 5:00:00 PM,12/9/2019 12:00:00 PM,RFC,59.630
12/9/2019 5:00:00 PM,12/9/2019 12:00:00 PM,OTHER,0.000
12/9/2019 4:00:00 PM,12/9/2019 11:00:00 AM,MIDATL,78.569
12/9/2019 4:00:00 PM,12/9/2019 11:00:00 AM,SOUTH,113.164
12/9/2019 4:00:00 PM,12/9/2019 11:00:00 AM,WEST,4.303
12/9/2019 4:00:00 PM,12/9/2019 11:00:00 AM,RTO,196.036
12/9/2019 4:00:00 PM,12/9/2019 11:00:00 AM,RFC,82.872
12/9/2019 4:00:00 PM,12/9/2019 11:00:00 AM,OTHER,0.000
12/9/2019 3:00:00 PM,12/9/2019 10:00:00 AM,MIDATL,76.047
12/9/2019 3:00:00 PM,12/9/2019 10:00:00 AM,SOUTH,118.318
12/9/2019 3:00:00 PM,12/9/2019 10:00:00 AM,WEST,3.099
12/9/2019 3:00:00 PM,12/9/2019 10:00:00 AM,RTO,197.464
12/9/2019 3:00:00 PM,12/9/2019 10:00:00 AM,RFC,79.146
12/9/2019 3:00:00 PM,12/9/2019 10:00:00 AM,OTHER,0.000
12/9/2019 2:00:00 PM,12/9/2019 9:00:00 AM,MIDATL,50.504
12/9/2019 2:00:00 PM,12/9/2019 9:00:00 AM,SOUTH,76.394
12/9/2019 2:00:00 PM,12/9/2019 9:00:00 AM,WEST,1.590
12/9/2019 2:00:00 PM,12/9/2019 9:00:00 AM,RTO,128.488
12/9/2019 2:00:00 PM,12/9/2019 9:00:00 AM,RFC,52.094
12/9/2019 2:00:00 PM,12/9/2019 9:00:00 AM,OTHER,0.000
12/9/2019 1:00:00 PM,12/9/2019 8:00:00 AM,MIDATL,15.807
12/9/2019 1:00:00 PM,12/9/2019 8:00:00 AM,SOUTH,42.528
12/9/2019 1:00:00 PM,12/9/2019 8:00:00 AM,WEST,1.153
12/9/2019 1:00:00 PM,12/9/2019 8:00:00 AM,RTO,59.488
12/9/2019 1:00:00 PM,12/9/2019 8:00:00 AM,RFC,16.960
12/9/2019 1:00:00 PM,12/9/2019 8:00:00 AM,OTHER,0.000
12/9/2019 12:00:00 PM,12/9/2019 7:00:00 AM,MIDATL,0.455
12/9/2019 12:00:00 PM,12/9/2019 7:00:00 AM,SOUTH,3.973
12/9/2019 12:00:00 PM,12/9/2019 7:00:00 AM,WEST,-0.166
12/9/2019 12:00:00 PM,12/9/2019 7:00:00 AM,RTO,4.262
12/9/2019 12:00:00 PM,12/9/2019 7:00:00 AM,RFC,0.289
12/9/2019 12:00:00 PM,12/9/2019 7:00:00 AM,OTHER,0.000
12/9/2019 11:00:00 AM,12/9/2019 6:00:00 AM,MIDATL,-1.061
12/9/2019 11:00:00 AM,12/9/2019 6:00:00 AM,SOUTH,-1.279
12/9/2019 11:00:00 AM,12/9/2019 6:00:00 AM,WEST,-0.236
12/9/2019 11:00:00 AM,12/9/2019 6:00:00 AM,RTO,-2.576
12/9/2019 11:00:00 AM,12/9/2019 6:00:00 AM,RFC,-1.297
12/9/2019 11:00:00 AM,12/9/2019 6:00:00 AM,OTHER,0.000
12/9/2019 10:00:00 AM,12/9/2019 5:00:00 AM,MIDATL,-1.021
12/9/2019 10:00:00 AM,12/9/2019 5:00:00 AM,SOUTH,-1.314
12/9/2019 10:00:00 AM,12/9/2019 5:00:00 AM,WEST,-0.214
12/9/2019 10:00:00 AM,12/9/2019 5:00:00 AM,RTO,-2.549
12/9/2019 10:00:00 AM,12/9/2019 5:00:00 AM,RFC,-1.235
12/9/2019 10:00:00 AM,12/9/2019 5:00:00 AM,OTHER,0.000
12/9/2019 9:00:00 AM,12/9/2019 4:00:00 AM,MIDATL,-1.019
12/9/2019 9:00:00 AM,12/9/2019 4:00:00 AM,SOUTH,-1.401
12/9/2019 9:00:00 AM,12/9/2019 4:00:00 AM,WEST,-0.222
12/9/2019 9:00:00 AM,12/9/2019 4:00:00 AM,RTO,-2.642
12/9/2019 9:00:00 AM,12/9/2019 4:00:00 AM,RFC,-1.241
12/9/2019 9:00:00 AM,12/9/2019 4:00:00 AM,OTHER,0.000
12/9/2019 8:00:00 AM,12/9/2019 3:00:00 AM,MIDATL,-1.055
12/9/2019 8:00:00 AM,12/9/2019 3:00:00 AM,SOUTH,-1.388
12/9/2019 8:00:00 AM,12/9/2019 3:00:00 AM,WEST,-0.215
12/9/2019 8:00:00 AM,12/9/2019 3:00:00 AM,RTO,-2.658
12/9/2019 8:00:00 AM,12/9/2019 3:00:00 AM,RFC,-1.270
12/9/2019 8:00:00 AM,12/9/2019 3:00:00 AM,OTHER,0.000
12/9/2019 7:00:00 AM,12/9/2019 2:00:00 AM,MIDATL,-1.034
12/9/2019 7:00:00 AM,12/9/2019 2:00:00 AM,SOUTH,-1.387
12/9/2019 7:00:00 AM,12/9/2019 2:00:00 AM,WEST,-0.215
12/9/2019 7:00:00 AM,12/9/2019 2:00:00 AM,RTO,-2.636
12/9/2019 7:00:00 AM,12/9/2019 2:00:00 AM,RFC,-1.249
12/9/2019 7:00:00 AM,12/9/2019 2:00:00 AM,OTHER,0.000
12/9/2019 6:00:00 AM,12/9/2019 1:00:00 AM,MIDATL,-1.046
12/9/2019 6:00:00 AM,12/9/2019 1:00:00 AM,SOUTH,-1.468
12/9/2019 6:00:00 AM,12/9/2019 1:00:00 AM,WEST,-0.215
12/9/2019 6:00:00 AM,12/9/2019 1:00:00 AM,RTO,-2.729
12/9/2019 6:00:00 AM,12/9/2019 1:00:00 AM,RFC,-1.261
12/9/2019 6:00:00 AM,12/9/2019 1:00:00 AM,OTHER,0.000
12/9/2019 5:00:00 AM,12/9/2019 12:00:00 AM,MIDATL,-1.025
12/9/2019 5:00:00 AM,12/9/2019 12:00:00 AM,SOUTH,-1.341
12/9/2019 5:00:00 AM,12/9/2019 12:00:00 AM,WEST,-0.222
12/9/2019 5:00:00 AM,12/9/2019 12:00:00 AM,RTO,-2.588
12/9/2019 5:00:00 AM,12/9/2019 12:00:00 AM,RFC,-1.247
12/9/2019 5:00:00 AM,12/9/2019 12:00:00 AM,OTHER,0.000
12/9/2019 4:00:00 AM,12/8/2019 11:00:00 PM,MIDATL,-1.021
12/9/2019 4:00:00 AM,12/8/2019 11:00:00 PM,SOUTH,-1.342
12/9/2019 4:00:00 AM,12/8/2019 11:00:00 PM,WEST,-0.215
