datetime_beginning_utc,datetime_beginning_ept,datetime_ending_utc,datetime_ending_ept,generated_at_ept,area,area_load_forecast,actual_load,dispatch_rate
12/14/2019 7:00:00 AM,12/14/2019 2:00:00 AM,12/14/2019 8:00:00 AM,12/14/2019 3:00:00 AM,12/15/2019 8:00:40 AM,Dom,9885.00,10353.29,19.97
12/14/2019 7:00:00 AM,12/14/2019 2:00:00 AM,12/14/2019 8:00:00 AM,12/14/2019 3:00:00 AM,12/15/2019 8:00:40 AM,Duq,1271.00,1277.23,18.88
12/14/2019 7:00:00 AM,12/14/2019 2:00:00 AM,12/14/2019 8:00:00 AM,12/14/2019 3:00:00 AM,12/15/2019 8:00:40 AM,EKPC,1429.00,1329.77,19.42
12/14/2019 7:00:00 AM,12/14/2019 2:00:00 AM,12/14/2019 8:00:00 AM,12/14/2019 3:00:00 AM,12/15/2019 8:00:40 AM,MidAtl,25272.00,25246.08,16.04
12/14/2019 7:00:00 AM,12/14/2019 2:00:00 AM,12/14/2019 8:00:00 AM,12/14/2019 3:00:00 AM,12/15/2019 8:00:40 AM,MidAtl - East,,,16.08
12/14/2019 7:00:00 AM,12/14/2019 2:00:00 AM,12/14/2019 8:00:00 AM,12/14/2019 3:00:00 AM,12/15/2019 8:00:40 AM,MidAtl - West,,,17.68
12/14/2019 7:00:00 AM,12/14/2019 2:00:00 AM,12/14/2019 8:00:00 AM,12/14/2019 3:00:00 AM,12/15/2019 8:00:40 AM,OVEC,,,19.01
12/14/2019 6:00:00 AM,12/14/2019 1:00:00 AM,12/14/2019 7:00:00 AM,12/14/2019 2:00:00 AM,12/15/2019 8:00:40 AM,AEP,13414.00,13207.77,19.08
12/14/2019 6:00:00 AM,12/14/2019 1:00:00 AM,12/14/2019 7:00:00 AM,12/14/2019 2:00:00 AM,12/15/2019 8:00:40 AM,AP,5359.00,5446.84,18.99
12/14/2019 6:00:00 AM,12/14/2019 1:00:00 AM,12/14/2019 7:00:00 AM,12/14/2019 2:00:00 AM,12/15/2019 8:00:40 AM,ATSI,6656.00,6703.98,19.01
12/14/2019 6:00:00 AM,12/14/2019 1:00:00 AM,12/14/2019 7:00:00 AM,12/14/2019 2:00:00 AM,12/15/2019 8:00:40 AM,ComEd,9675.00,9626.36,18.56
12/14/2019 6:00:00 AM,12/14/2019 1:00:00 AM,12/14/2019 7:00:00 AM,12/14/2019 2:00:00 AM,12/15/2019 8:00:40 AM,DEOK,2632.00,2544.77,19.39
12/14/2019 6:00:00 AM,12/14/2019 1:00:00 AM,12/14/2019 7:00:00 AM,12/14/2019 2:00:00 AM,12/15/2019 8:00:40 AM,Dayton,1705.00,1638.26,0.00
12/14/2019 6:00:00 AM,12/14/2019 1:00:00 AM,12/14/2019 7:00:00 AM,12/14/2019 2:00:00 AM,12/15/2019 8:00:40 AM,Dom,10040.00,10528.86,20.04
12/14/2019 6:00:00 AM,12/14/2019 1:00:00 AM,12/14/2019 7:00:00 AM,12/14/2019 2:00:00 AM,12/15/2019 8:00:40 AM,Duq,1288.00,1324.34,18.76
12/14/2019 6:00:00 AM,12/14/2019 1:00:00 AM,12/14/2019 7:00:00 AM,12/14/2019 2:00:00 AM,12/15/2019 8:00:40 AM,EKPC,1442.00,1352.21,19.33
12/14/2019 6:00:00 AM,12/14/2019 1:00:00 AM,12/14/2019 7:00:00 AM,12/14/2019 2:00:00 AM,12/15/2019 8:00:40 AM,MidAtl,25946.00,25906.59,15.13
12/14/2019 6:00:00 AM,12/14/2019 1:00:00 AM,12/14/2019 7:00:00 AM,12/14/2019 2:00:00 AM,12/15/2019 8:00:40 AM,MidAtl - East,,,15.26
12/14/2019 6:00:00 AM,12/14/2019 1:00:00 AM,12/14/2019 7:00:00 AM,12/14/2019 2:00:00 AM,12/15/2019 8:00:40 AM,MidAtl - West,,,17.37
12/14/2019 6:00:00 AM,12/14/2019 1:00:00 AM,12/14/2019 7:00:00 AM,12/14/2019 2:00:00 AM,12/15/2019 8:00:40 AM,OVEC,,,18.95
12/14/2019 5:00:00 AM,12/14/2019 12:00:00 AM,12/14/2019 6:00:00 AM,12/14/2019 1:00:00 AM,12/15/2019 8:00:40 AM,AEP,13681.00,13540.19,21.01
12/14/2019 5:00:00 AM,12/14/2019 12:00:00 AM,12/14/2019 6:00:00 AM,12/14/2019 1:00:00 AM,12/15/2019 8:00:40 AM,AP,5495.00,5563.90,21.00
12/14/2019 5:00:00 AM,12/14/2019 12:00:00 AM,12/14/2019 6:00:00 AM,12/14/2019 1:00:00 AM,12/15/2019 8:00:40 AM,ATSI,6852.00,6933.48,20.61
12/14/2019 5:00:00 AM,12/14/2019 12:00:00 AM,12/14/2019 6:00:00 AM,12/14/2019 1:00:00 AM,12/15/2019 8:00:40 AM,ComEd,10132.00,10107.85,20.54
12/14/2019 5:00:00 AM,12/14/2019 12:00:00 AM,12/14/2019 6:00:00 AM,12/14/2019 1:00:00 AM,12/15/2019 8:00:40 AM,DEOK,2716.00,2613.58,21.40
12/14/2019 5:00:00 AM,12/14/2019 12:00:00 AM,12/14/2019 6:00:00 AM,12/14/2019 1:00:00 AM,12/15/2019 8:00:40 AM,Dayton,1762.00,1689.95,0.00
12/14/2019 5:00:00 AM,12/14/2019 12:00:00 AM,12/14/2019 6:00:00 AM,12/14/2019 1:00:00 AM,12/15/2019 8:00:40 AM,Dom,10381.00,10814.08,22.88
12/14/2019 5:00:00 AM,12/14/2019 12:00:00 AM,12/14/2019 6:00:00 AM,12/14/2019 1:00:00 AM,12/15/2019 8:00:40 AM,Duq,1323.00,1366.97,20.43
12/14/2019 5:00:00 AM,12/14/2019 12:00:00 AM,12/14/2019 6:00:00 AM,12/14/2019 1:00:00 AM,12/15/2019 8:00:40 AM,EKPC,1473.00,1379.95,21.36
12/14/2019 5:00:00 AM,12/14/2019 12:00:00 AM,12/14/2019 6:00:00 AM,12/14/2019 1:00:00 AM,12/15/2019 8:00:40 AM,MidAtl,26984.00,26969.97,12.43
12/14/2019 5:00:00 AM,12/14/2019 12:00:00 AM,12/14/2019 6:00:00 AM,12/14/2019 1:00:00 AM,12/15/2019 8:00:40 AM,MidAtl - East,,,13.07
12/14/2019 5:00:00 AM,12/14/2019 12:00:00 AM,12/14/2019 6:00:00 AM,12/14/2019 1:00:00 AM,12/15/2019 8:00:40 AM,MidAtl - West,,,18.03
12/14/2019 5:00:00 AM,12/14/2019 12:00:00 AM,12/14/2019 6:00:00 AM,12/14/2019 1:00:00 AM,12/15/2019 8:00:40 AM,OVEC,,,20.92
